name,l_b,n_b
Markov_Models,12,10
Markov_Models,13,7
Markov_Models,14,7
Markov_Models,15,4
Markov_Models,16,3
Markov_Models,17,2
Markov_Models,18,2
Markov_Models,19,2
Mason_Stothers,1,48
Mason_Stothers,2,26
Mason_Stothers,3,11
Mason_Stothers,4,6
Mason_Stothers,5,4
Mason_Stothers,6,2
Mason_Stothers,7,2
Matrices_for_ODEs,1,483
Matrices_for_ODEs,2,324
Matrices_for_ODEs,3,43
Matrices_for_ODEs,4,30
Matrices_for_ODEs,5,14
Matrices_for_ODEs,6,10
Matrices_for_ODEs,7,6
Matrices_for_ODEs,8,5
Matrices_for_ODEs,9,3
Matrix,1,606
Matrix,2,161
Matrix,3,40
Matrix,4,25
Matrix,5,16
Matrix,6,9
Matrix,7,4
Matrix,8,3
Matrix_Tensor,1,194
Matrix_Tensor,2,118
Matrix_Tensor,3,14
Matrix_Tensor,4,13
Matrix_Tensor,5,8
Matrix_Tensor,6,5
Matrix_Tensor,7,2
Matroids,1,233
Matroids,2,136
Matroids,3,18
Matroids,4,17
Matroids,5,8
Matroids,6,4
Matroids,7,3
Matroids,8,2
Max-Card-Matching,1,53
Max-Card-Matching,2,27
Max-Card-Matching,3,13
Max-Card-Matching,4,9
Max-Card-Matching,5,5
Max-Card-Matching,6,3
Max-Card-Matching,7,2
Median_Of_Medians_Selection,1,261
Median_Of_Medians_Selection,2,184
Median_Of_Medians_Selection,3,31
Median_Of_Medians_Selection,4,21
Median_Of_Medians_Selection,5,12
Median_Of_Medians_Selection,6,7
Median_Of_Medians_Selection,7,6
Median_Of_Medians_Selection,8,3
Menger,1,645
Menger,2,430
Menger,3,29
Menger,4,21
Menger,5,9
Menger,6,5
Menger,7,2
Mereology,1,535
Mereology,2,360
Mereology,3,44
Mereology,4,37
Mereology,5,8
Mereology,6,7
Mereology,7,2
Mersenne_Primes,1,186
Mersenne_Primes,2,112
Mersenne_Primes,3,35
Mersenne_Primes,4,23
Mersenne_Primes,5,13
Mersenne_Primes,6,9
Mersenne_Primes,7,6
Mersenne_Primes,8,5
Mersenne_Primes,9,3
Mersenne_Primes,10,3
Mersenne_Primes,11,2
Metalogic_ProofChecker,1,7355
Metalogic_ProofChecker,2,5814
Metalogic_ProofChecker,3,166
Metalogic_ProofChecker,4,109
Metalogic_ProofChecker,5,73
Metalogic_ProofChecker,6,62
Metalogic_ProofChecker,7,29
Metalogic_ProofChecker,8,12
Metalogic_ProofChecker,9,7
Metalogic_ProofChecker,10,6
Metalogic_ProofChecker,11,4
Metalogic_ProofChecker,12,3
Metalogic_ProofChecker,13,2
MiniML,1,1439
MiniML,2,1085
MiniML,3,54
MiniML,4,35
MiniML,5,22
MiniML,6,16
MiniML,7,10
MiniML,8,9
MiniML,9,6
MiniML,10,4
MiniML,11,2
MiniML,12,2
MiniSail,1,16525
MiniSail,2,12303
MiniSail,3,221
MiniSail,4,156
MiniSail,5,92
MiniSail,6,72
MiniSail,7,26
MiniSail,8,23
MiniSail,9,18
MiniSail,10,15
MiniSail,11,7
MiniSail,12,5
Minimal_SSA,1,70
Minimal_SSA,2,40
Minimal_SSA,3,9
Minimal_SSA,4,8
Minimal_SSA,5,4
Minimal_SSA,6,3
Minimal_SSA,7,2
Minimal_SSA,8,2
Minkowskis_Theorem,1,16
Minkowskis_Theorem,2,10
Minkowskis_Theorem,3,4
Minkowskis_Theorem,4,4
Minkowskis_Theorem,5,3
Minkowskis_Theorem,6,2
Minsky_Machines,1,514
Minsky_Machines,2,346
Minsky_Machines,3,23
Minsky_Machines,4,15
Minsky_Machines,5,10
Minsky_Machines,6,7
Minsky_Machines,7,5
Minsky_Machines,8,5
Minsky_Machines,9,5
Minsky_Machines,10,4
Minsky_Machines,11,2
Modal_Logics_for_NTS,1,3965
Modal_Logics_for_NTS,2,2983
Modal_Logics_for_NTS,3,181
Modal_Logics_for_NTS,4,118
Modal_Logics_for_NTS,5,48
Modal_Logics_for_NTS,6,34
Modal_Logics_for_NTS,7,14
Modal_Logics_for_NTS,8,14
Modal_Logics_for_NTS,9,9
Modal_Logics_for_NTS,10,7
Modal_Logics_for_NTS,11,3
Modal_Logics_for_NTS,12,3
Modal_Logics_for_NTS,13,2
Modal_Logics_for_NTS,14,2
Modular_Assembly_Kit_Security,1,1420
Modular_Assembly_Kit_Security,2,1034
Modular_Assembly_Kit_Security,3,45
Modular_Assembly_Kit_Security,4,25
Modular_Assembly_Kit_Security,5,14
Modular_Assembly_Kit_Security,6,8
Modular_Assembly_Kit_Security,7,5
Modular_Assembly_Kit_Security,8,5
Modular_Assembly_Kit_Security,9,4
Modular_Assembly_Kit_Security,10,2
Modular_Assembly_Kit_Security,11,2
Modular_Assembly_Kit_Security,12,2
Modular_arithmetic_LLL_and_HNF_algorithms,1,1424
Modular_arithmetic_LLL_and_HNF_algorithms,2,1021
Modular_arithmetic_LLL_and_HNF_algorithms,3,287
Modular_arithmetic_LLL_and_HNF_algorithms,4,203
Modular_arithmetic_LLL_and_HNF_algorithms,5,95
Modular_arithmetic_LLL_and_HNF_algorithms,6,67
Modular_arithmetic_LLL_and_HNF_algorithms,7,43
Modular_arithmetic_LLL_and_HNF_algorithms,8,29
Modular_arithmetic_LLL_and_HNF_algorithms,9,21
Modular_arithmetic_LLL_and_HNF_algorithms,10,16
Modular_arithmetic_LLL_and_HNF_algorithms,11,9
Modular_arithmetic_LLL_and_HNF_algorithms,12,8
Modular_arithmetic_LLL_and_HNF_algorithms,13,7
Modular_arithmetic_LLL_and_HNF_algorithms,14,5
Modular_arithmetic_LLL_and_HNF_algorithms,15,5
Modular_arithmetic_LLL_and_HNF_algorithms,16,4
Modular_arithmetic_LLL_and_HNF_algorithms,17,2
Modular_arithmetic_LLL_and_HNF_algorithms,18,2
Modular_arithmetic_LLL_and_HNF_algorithms,19,2
Monad_Memo_DP,1,5133
Monad_Memo_DP,2,3706
Monad_Memo_DP,3,973
Monad_Memo_DP,4,556
Monad_Memo_DP,5,293
Monad_Memo_DP,6,156
Monad_Memo_DP,7,86
Monad_Memo_DP,8,82
Monad_Memo_DP,9,53
Monad_Memo_DP,10,31
Monad_Memo_DP,11,24
Monad_Memo_DP,12,17
Monad_Memo_DP,13,12
Monad_Memo_DP,14,10
Monad_Memo_DP,15,10
Monad_Memo_DP,16,7
Monad_Memo_DP,17,7
Monad_Memo_DP,18,5
Monad_Memo_DP,19,4
Monad_Memo_DP,20,2
Monad_Memo_DP,21,2
MonoBoolTranAlgebra,1,763
MonoBoolTranAlgebra,2,502
MonoBoolTranAlgebra,3,60
MonoBoolTranAlgebra,4,39
MonoBoolTranAlgebra,5,20
MonoBoolTranAlgebra,6,12
MonoBoolTranAlgebra,7,6
MonoBoolTranAlgebra,8,4
MonoBoolTranAlgebra,9,3
MonoBoolTranAlgebra,10,3
MonoBoolTranAlgebra,11,2
MonoBoolTranAlgebra,12,2
MonoidalCategory,1,3322
MonoidalCategory,2,2651
MonoidalCategory,3,109
MonoidalCategory,4,71
MonoidalCategory,5,31
MonoidalCategory,6,22
MonoidalCategory,7,12
MonoidalCategory,8,6
MonoidalCategory,9,3
MonoidalCategory,10,2
MonoidalCategory,11,2
MonoidalCategory,12,2
MonoidalCategory,13,2
Monomorphic_Monad,1,5068
Monomorphic_Monad,2,3796
Monomorphic_Monad,3,417
Monomorphic_Monad,4,256
Monomorphic_Monad,5,121
Monomorphic_Monad,6,103
Monomorphic_Monad,7,40
Monomorphic_Monad,8,22
Monomorphic_Monad,9,15
Monomorphic_Monad,10,12
Monomorphic_Monad,11,6
Monomorphic_Monad,12,5
Monomorphic_Monad,13,4
Monomorphic_Monad,14,2
MuchAdoAboutTwo,1,819
MuchAdoAboutTwo,2,586
MuchAdoAboutTwo,3,71
MuchAdoAboutTwo,4,41
MuchAdoAboutTwo,5,24
MuchAdoAboutTwo,6,16
MuchAdoAboutTwo,7,7
MuchAdoAboutTwo,8,5
MuchAdoAboutTwo,9,3
MuchAdoAboutTwo,10,3
MuchAdoAboutTwo,11,2
MuchAdoAboutTwo,12,2
Multi_Party_Computation,1,1045
Multi_Party_Computation,2,684
Multi_Party_Computation,3,223
Multi_Party_Computation,4,181
Multi_Party_Computation,5,75
Multi_Party_Computation,6,62
Multi_Party_Computation,7,27
Multi_Party_Computation,8,22
Multi_Party_Computation,9,12
Multi_Party_Computation,10,10
Multi_Party_Computation,11,4
Multi_Party_Computation,12,3
Multi_Party_Computation,13,2
Multi_Party_Computation,14,2
Multirelations,1,2700
Multirelations,2,2215
Multirelations,3,92
Multirelations,4,53
Multirelations,5,29
Multirelations,6,12
Multirelations,7,6
Multirelations,8,3
Myhill-Nerode,1,617
Myhill-Nerode,2,389
Myhill-Nerode,3,49
Myhill-Nerode,4,31
Myhill-Nerode,5,20
Myhill-Nerode,6,14
Myhill-Nerode,7,7
Myhill-Nerode,8,7
Myhill-Nerode,9,4
Myhill-Nerode,10,3
Myhill-Nerode,11,3
Myhill-Nerode,12,3
Myhill-Nerode,13,2
Name_Carrying_Type_Inference,1,2166
Name_Carrying_Type_Inference,2,1621
Name_Carrying_Type_Inference,3,54
Name_Carrying_Type_Inference,4,35
Name_Carrying_Type_Inference,5,18
Name_Carrying_Type_Inference,6,14
Name_Carrying_Type_Inference,7,6
Name_Carrying_Type_Inference,8,6
Name_Carrying_Type_Inference,9,4
Name_Carrying_Type_Inference,10,4
Name_Carrying_Type_Inference,11,3
Name_Carrying_Type_Inference,12,2
Nash_Williams,1,73
Nash_Williams,2,46
Nash_Williams,3,9
Nash_Williams,4,6
Nash_Williams,5,3
Nat-Interval-Logic,1,1942
Nat-Interval-Logic,2,1330
Nat-Interval-Logic,3,72
Nat-Interval-Logic,4,54
Nat-Interval-Logic,5,19
Nat-Interval-Logic,6,9
Nat-Interval-Logic,7,7
Nat-Interval-Logic,8,4
Nat-Interval-Logic,9,2
Native_Word,1,3922
Native_Word,2,2938
Native_Word,3,222
Native_Word,4,86
Native_Word,5,43
Native_Word,6,30
Native_Word,7,14
Native_Word,8,10
Native_Word,9,9
Native_Word,10,6
Native_Word,11,5
Native_Word,12,3
Native_Word,13,2
Nested_Multisets_Ordinals,1,3175
Nested_Multisets_Ordinals,2,2445
Nested_Multisets_Ordinals,3,93
Nested_Multisets_Ordinals,4,63
Nested_Multisets_Ordinals,5,38
Nested_Multisets_Ordinals,6,25
Nested_Multisets_Ordinals,7,17
Nested_Multisets_Ordinals,8,8
Nested_Multisets_Ordinals,9,6
Nested_Multisets_Ordinals,10,3
Network_Security_Policy_Verification,1,12188
Network_Security_Policy_Verification,2,9939
Network_Security_Policy_Verification,3,309
Network_Security_Policy_Verification,4,200
Network_Security_Policy_Verification,5,117
Network_Security_Policy_Verification,6,84
Network_Security_Policy_Verification,7,36
Network_Security_Policy_Verification,8,27
Network_Security_Policy_Verification,9,19
Network_Security_Policy_Verification,10,13
Network_Security_Policy_Verification,11,9
Network_Security_Policy_Verification,12,7
Network_Security_Policy_Verification,13,3
Neumann_Morgenstern_Utility,1,184
Neumann_Morgenstern_Utility,2,106
Neumann_Morgenstern_Utility,3,15
Neumann_Morgenstern_Utility,4,10
Neumann_Morgenstern_Utility,5,4
Neumann_Morgenstern_Utility,6,2
Neumann_Morgenstern_Utility,7,2
No_FTL_observers,1,3708
No_FTL_observers,2,2872
No_FTL_observers,3,64
No_FTL_observers,4,36
No_FTL_observers,5,20
No_FTL_observers,6,9
No_FTL_observers,7,4
No_FTL_observers,8,4
No_FTL_observers,9,2
No_FTL_observers,10,2
No_FTL_observers,11,2
No_FTL_observers,12,2
Nominal2,1,2048
Nominal2,2,1485
Nominal2,3,48
Nominal2,4,30
Nominal2,5,9
Nominal2,6,7
Nominal2,7,4
Nominal2,8,3
Nominal2,9,2
Noninterference_CSP,1,848
Noninterference_CSP,2,576
Noninterference_CSP,3,89
Noninterference_CSP,4,52
Noninterference_CSP,5,26
Noninterference_CSP,6,13
Noninterference_CSP,7,9
Noninterference_CSP,8,7
Noninterference_CSP,9,5
Noninterference_CSP,10,4
Noninterference_Concurrent_Composition,1,123
Noninterference_Concurrent_Composition,2,76
Noninterference_Concurrent_Composition,3,22
Noninterference_Concurrent_Composition,4,14
Noninterference_Concurrent_Composition,5,7
Noninterference_Concurrent_Composition,6,4
Noninterference_Concurrent_Composition,7,3
Noninterference_Concurrent_Composition,8,3
Noninterference_Concurrent_Composition,9,3
Noninterference_Concurrent_Composition,10,3
Noninterference_Concurrent_Composition,11,2
Noninterference_Generic_Unwinding,1,270
Noninterference_Generic_Unwinding,2,173
Noninterference_Generic_Unwinding,3,19
Noninterference_Generic_Unwinding,4,12
Noninterference_Generic_Unwinding,5,7
Noninterference_Generic_Unwinding,6,6
Noninterference_Generic_Unwinding,7,5
Noninterference_Generic_Unwinding,8,3
Noninterference_Generic_Unwinding,9,2
Noninterference_Inductive_Unwinding,1,279
Noninterference_Inductive_Unwinding,2,179
Noninterference_Inductive_Unwinding,3,11
Noninterference_Inductive_Unwinding,4,9
Noninterference_Inductive_Unwinding,5,6
Noninterference_Inductive_Unwinding,6,6
Noninterference_Inductive_Unwinding,7,3
Noninterference_Inductive_Unwinding,8,2
Noninterference_Inductive_Unwinding,9,2
Noninterference_Ipurge_Unwinding,1,227
Noninterference_Ipurge_Unwinding,2,132
Noninterference_Ipurge_Unwinding,3,40
Noninterference_Ipurge_Unwinding,4,25
Noninterference_Ipurge_Unwinding,5,15
Noninterference_Ipurge_Unwinding,6,11
Noninterference_Ipurge_Unwinding,7,7
Noninterference_Ipurge_Unwinding,8,4
Noninterference_Ipurge_Unwinding,9,2
Noninterference_Sequential_Composition,1,688
Noninterference_Sequential_Composition,2,457
Noninterference_Sequential_Composition,3,49
Noninterference_Sequential_Composition,4,30
Noninterference_Sequential_Composition,5,15
Noninterference_Sequential_Composition,6,10
Noninterference_Sequential_Composition,7,6
Noninterference_Sequential_Composition,8,5
Noninterference_Sequential_Composition,9,3
Noninterference_Sequential_Composition,10,3
Noninterference_Sequential_Composition,11,2
Noninterference_Sequential_Composition,12,2
Noninterference_Sequential_Composition,13,2
NormByEval,1,2310
NormByEval,2,1796
NormByEval,3,28
NormByEval,4,13
NormByEval,5,9
NormByEval,6,8
NormByEval,7,3
NormByEval,8,3
NormByEval,9,2
NormByEval,10,2
NormByEval,11,2
NormByEval,12,2
Nullstellensatz,1,197
Nullstellensatz,2,113
Nullstellensatz,3,22
Nullstellensatz,4,13
Nullstellensatz,5,7
Nullstellensatz,6,4
Nullstellensatz,7,2
Nullstellensatz,8,2
Octonions,1,1213
Octonions,2,859
Octonions,3,26
Octonions,4,18
Octonions,5,5
Octonions,6,3
Octonions,7,2
OpSets,1,827
OpSets,2,611
OpSets,3,72
OpSets,4,46
OpSets,5,25
OpSets,6,15
OpSets,7,7
OpSets,8,5
OpSets,9,5
OpSets,10,2
OpSets,11,2
OpSets,12,2
Open_Induction,1,202
Open_Induction,2,110
Open_Induction,3,24
Open_Induction,4,18
Open_Induction,5,9
Open_Induction,6,8
Open_Induction,7,4
Open_Induction,8,3
Open_Induction,9,2
Open_Induction,10,2
Open_Induction,11,2
Open_Induction,12,2
Optics,1,1937
Optics,2,1423
Optics,3,32
Optics,4,24
Optics,5,13
Optics,6,19
Optics,7,5
Optics,8,4
Optics,9,2
Optics,10,2
Optimal_BST,1,838
Optimal_BST,2,565
Optimal_BST,3,117
Optimal_BST,4,83
Optimal_BST,5,40
Optimal_BST,6,27
Optimal_BST,7,12
Optimal_BST,8,7
Optimal_BST,9,4
Optimal_BST,10,2
Optimal_BST,11,2
Optimal_BST,12,2
Orbit_Stabiliser,1,615
Orbit_Stabiliser,2,469
Orbit_Stabiliser,3,16
Orbit_Stabiliser,4,10
Orbit_Stabiliser,5,5
Orbit_Stabiliser,6,3
Orbit_Stabiliser,7,2
Order_Lattice_Props,1,5799
Order_Lattice_Props,2,3767
Order_Lattice_Props,3,258
Order_Lattice_Props,4,178
Order_Lattice_Props,5,83
Order_Lattice_Props,6,45
Order_Lattice_Props,7,25
Order_Lattice_Props,8,16
Order_Lattice_Props,9,14
Order_Lattice_Props,10,12
Order_Lattice_Props,11,7
Order_Lattice_Props,12,7
Order_Lattice_Props,13,5
Order_Lattice_Props,14,5
Order_Lattice_Props,15,3
Order_Lattice_Props,16,3
Order_Lattice_Props,17,3
Order_Lattice_Props,18,2
Ordered_Resolution_Prover,1,3131
Ordered_Resolution_Prover,2,2295
Ordered_Resolution_Prover,3,124
Ordered_Resolution_Prover,4,85
Ordered_Resolution_Prover,5,42
Ordered_Resolution_Prover,6,27
Ordered_Resolution_Prover,7,11
Ordered_Resolution_Prover,8,6
Ordered_Resolution_Prover,9,3
Ordered_Resolution_Prover,10,3
Ordered_Resolution_Prover,11,2
Ordered_Resolution_Prover,12,2
Ordered_Resolution_Prover,13,2
Ordinal,1,887
Ordinal,2,596
Ordinal,3,27
Ordinal,4,17
Ordinal,5,11
Ordinal,6,8
Ordinal,7,3
Ordinal,8,3
Ordinal,9,3
Ordinal,10,2
Ordinal,11,2
Ordinal,12,2
Ordinal_Partitions,1,534
Ordinal_Partitions,2,358
Ordinal_Partitions,3,79
Ordinal_Partitions,4,49
Ordinal_Partitions,5,31
Ordinal_Partitions,6,18
Ordinal_Partitions,7,9
Ordinal_Partitions,8,6
Ordinal_Partitions,9,5
Ordinal_Partitions,10,4
Ordinal_Partitions,11,3
Ordinal_Partitions,12,2
Ordinary_Differential_Equations,1,13620
Ordinary_Differential_Equations,2,10010
Ordinary_Differential_Equations,3,1039
Ordinary_Differential_Equations,4,794
Ordinary_Differential_Equations,5,393
Ordinary_Differential_Equations,6,307
Ordinary_Differential_Equations,7,89
Ordinary_Differential_Equations,8,75
Ordinary_Differential_Equations,9,30
Ordinary_Differential_Equations,10,18
Ordinary_Differential_Equations,11,12
Ordinary_Differential_Equations,12,10
Ordinary_Differential_Equations,13,7
Ordinary_Differential_Equations,14,6
Ordinary_Differential_Equations,15,5
Ordinary_Differential_Equations,16,4
Ordinary_Differential_Equations,17,4
Ordinary_Differential_Equations,18,3
Ordinary_Differential_Equations,19,3
Ordinary_Differential_Equations,20,2
PAC_Checker,1,4726
PAC_Checker,2,3542
PAC_Checker,3,450
PAC_Checker,4,278
PAC_Checker,5,153
PAC_Checker,6,104
PAC_Checker,7,53
PAC_Checker,8,36
PAC_Checker,9,27
PAC_Checker,10,24
PAC_Checker,11,13
PAC_Checker,12,10
PAC_Checker,13,7
PAC_Checker,14,7
PAC_Checker,15,4
PAC_Checker,16,4
PAC_Checker,17,3
PAC_Checker,18,3
PAC_Checker,19,2
PAC_Checker,20,2
PAL,1,87
PAL,2,60
PCF,1,4137
PCF,2,3242
PCF,3,71
PCF,4,53
PCF,5,34
PCF,6,22
PCF,7,10
PCF,8,5
PCF,9,5
PCF,10,4
PCF,11,4
PCF,12,3
PLM,1,2052
PLM,2,1396
PLM,3,30
PLM,4,18
PLM,5,6
PLM,6,5
PLM,7,2
PLM,8,2
PLM,9,2
POPLmark-deBruijn,1,3272
POPLmark-deBruijn,2,2375
POPLmark-deBruijn,3,119
POPLmark-deBruijn,4,92
POPLmark-deBruijn,5,63
POPLmark-deBruijn,6,58
POPLmark-deBruijn,7,15
POPLmark-deBruijn,8,15
POPLmark-deBruijn,9,10
POPLmark-deBruijn,10,9
POPLmark-deBruijn,11,6
POPLmark-deBruijn,12,6
POPLmark-deBruijn,13,5
POPLmark-deBruijn,14,5
POPLmark-deBruijn,15,2
POPLmark-deBruijn,16,2
PSemigroupsConvolution,1,5150
PSemigroupsConvolution,2,4557
PSemigroupsConvolution,3,285
PSemigroupsConvolution,4,186
PSemigroupsConvolution,5,123
PSemigroupsConvolution,6,55
PSemigroupsConvolution,7,23
PSemigroupsConvolution,8,14
PSemigroupsConvolution,9,8
PSemigroupsConvolution,10,5
PSemigroupsConvolution,11,5
PSemigroupsConvolution,12,4
PSemigroupsConvolution,13,4
PSemigroupsConvolution,14,2
Padic_Ints,1,2647
Padic_Ints,2,1772
Padic_Ints,3,413
Padic_Ints,4,252
Padic_Ints,5,114
Padic_Ints,6,72
Padic_Ints,7,30
Padic_Ints,8,18
Padic_Ints,9,13
Padic_Ints,10,7
Padic_Ints,11,6
Padic_Ints,12,4
Padic_Ints,13,2
Pairing_Heap,1,1473
Pairing_Heap,2,409
Pairing_Heap,3,50
Pairing_Heap,4,29
Pairing_Heap,5,20
Pairing_Heap,6,9
Pairing_Heap,7,4
Pairing_Heap,8,2
Paraconsistency,1,841
Paraconsistency,2,610
Paraconsistency,3,35
Paraconsistency,4,20
Paraconsistency,5,13
Paraconsistency,6,10
Paraconsistency,7,5
Paraconsistency,8,4
Paraconsistency,9,3
Paraconsistency,10,2
Paraconsistency,11,2
Parity_Game,1,967
Parity_Game,2,644
Parity_Game,3,31
Parity_Game,4,21
Parity_Game,5,9
Parity_Game,6,5
Parity_Game,7,2
Parity_Game,8,2
Partial_Function_MR,1,678
Partial_Function_MR,2,457
Partial_Function_MR,3,36
Partial_Function_MR,4,25
Partial_Function_MR,5,14
Partial_Function_MR,6,12
Partial_Function_MR,7,11
Partial_Function_MR,8,10
Partial_Function_MR,9,8
Partial_Function_MR,10,7
Partial_Function_MR,11,2
Partial_Function_MR,12,2
Partial_Order_Reduction,1,1074
Partial_Order_Reduction,2,594
Partial_Order_Reduction,3,152
Partial_Order_Reduction,4,107
Partial_Order_Reduction,5,58
Partial_Order_Reduction,6,42
Partial_Order_Reduction,7,22
Partial_Order_Reduction,8,18
Partial_Order_Reduction,9,14
Partial_Order_Reduction,10,10
Partial_Order_Reduction,11,6
Partial_Order_Reduction,12,4
Partial_Order_Reduction,13,3
Partial_Order_Reduction,14,2
Partial_Order_Reduction,15,2
Partial_Order_Reduction,16,2
Password_Authentication_Protocol,1,1748
Password_Authentication_Protocol,2,1265
Password_Authentication_Protocol,3,29
Password_Authentication_Protocol,4,20
Password_Authentication_Protocol,5,11
Password_Authentication_Protocol,6,10
Password_Authentication_Protocol,7,3
Pell,1,367
Pell,2,175
Pell,3,45
Pell,4,32
Pell,5,18
Pell,6,9
Pell,7,8
Pell,8,6
Pell,9,5
Pell,10,4
Pell,11,4
Pell,12,2
Perfect-Number-Thm,1,30
Perfect-Number-Thm,2,16
Perfect-Number-Thm,3,5
Perfect-Number-Thm,4,2
Perfect-Number-Thm,5,2
Perron_Frobenius,1,1004
Perron_Frobenius,2,623
Perron_Frobenius,3,179
Perron_Frobenius,4,125
Perron_Frobenius,5,64
Perron_Frobenius,6,40
Perron_Frobenius,7,19
Perron_Frobenius,8,13
Perron_Frobenius,9,11
Perron_Frobenius,10,6
Perron_Frobenius,11,5
Perron_Frobenius,12,6
Perron_Frobenius,13,3
Perron_Frobenius,14,2
Perron_Frobenius,15,2
Perron_Frobenius,16,2
Physical_Quantities,1,2866
Physical_Quantities,2,2164
Physical_Quantities,3,86
Physical_Quantities,4,49
Physical_Quantities,5,26
Physical_Quantities,6,17
Physical_Quantities,7,8
Physical_Quantities,8,6
Physical_Quantities,9,4
Physical_Quantities,10,3
Physical_Quantities,11,3
Physical_Quantities,12,3
Physical_Quantities,13,2
Pi_Calculus,1,4457
Pi_Calculus,2,3160
Pi_Calculus,3,95
Pi_Calculus,4,76
Pi_Calculus,5,49
Pi_Calculus,6,37
Pi_Calculus,7,13
Pi_Calculus,8,11
Pi_Calculus,9,8
Pi_Calculus,10,8
Pi_Calculus,11,3
Pi_Calculus,12,3
Pi_Calculus,13,3
Pi_Calculus,14,2
Pi_Transcendental,1,55
Pi_Transcendental,2,30
Pi_Transcendental,3,10
Pi_Transcendental,4,8
Pi_Transcendental,5,5
Pi_Transcendental,6,3
Pi_Transcendental,7,2
Pi_Transcendental,8,2
Planarity_Certificates,1,3086
Planarity_Certificates,2,2138
Planarity_Certificates,3,355
Planarity_Certificates,4,225
Planarity_Certificates,5,130
Planarity_Certificates,6,84
Planarity_Certificates,7,50
Planarity_Certificates,8,32
Planarity_Certificates,9,17
Planarity_Certificates,10,13
Planarity_Certificates,11,10
Planarity_Certificates,12,8
Planarity_Certificates,13,6
Planarity_Certificates,14,6
Planarity_Certificates,15,5
Planarity_Certificates,16,6
Planarity_Certificates,17,5
Planarity_Certificates,18,4
Planarity_Certificates,19,3
Planarity_Certificates,20,2
Planarity_Certificates,21,2
Planarity_Certificates,22,2
Poincare_Bendixson,1,643
Poincare_Bendixson,2,389
Poincare_Bendixson,3,99
Poincare_Bendixson,4,68
Poincare_Bendixson,5,41
Poincare_Bendixson,6,27
Poincare_Bendixson,7,16
Poincare_Bendixson,8,9
Poincare_Bendixson,9,6
Poincare_Bendixson,10,4
Poincare_Bendixson,11,2
Poincare_Disc,1,782
Poincare_Disc,2,512
Poincare_Disc,3,85
Poincare_Disc,4,58
Poincare_Disc,5,28
Poincare_Disc,6,21
Poincare_Disc,7,13
Poincare_Disc,8,8
Poincare_Disc,9,4
Poincare_Disc,10,2
Poincare_Disc,11,2
Polynomial_Factorization,1,1197
Polynomial_Factorization,2,453
Polynomial_Factorization,3,140
Polynomial_Factorization,4,92
Polynomial_Factorization,5,47
Polynomial_Factorization,6,37
Polynomial_Factorization,7,24
Polynomial_Factorization,8,18
Polynomial_Factorization,9,15
Polynomial_Factorization,10,11
Polynomial_Factorization,11,8
Polynomial_Factorization,12,10
Polynomial_Factorization,13,6
Polynomial_Factorization,14,6
Polynomial_Factorization,15,5
Polynomial_Factorization,16,3
Polynomial_Factorization,17,3
Polynomial_Factorization,18,2
Polynomial_Factorization,19,2
Polynomial_Interpolation,1,2458
Polynomial_Interpolation,2,1691
Polynomial_Interpolation,3,346
Polynomial_Interpolation,4,197
Polynomial_Interpolation,5,97
Polynomial_Interpolation,6,60
Polynomial_Interpolation,7,39
Polynomial_Interpolation,8,24
Polynomial_Interpolation,9,16
Polynomial_Interpolation,10,13
Polynomial_Interpolation,11,8
Polynomial_Interpolation,12,6
Polynomial_Interpolation,13,4
Polynomial_Interpolation,14,3
Polynomial_Interpolation,15,3
Polynomial_Interpolation,16,3
Polynomial_Interpolation,17,3
Polynomial_Interpolation,18,3
Polynomial_Interpolation,19,2
Polynomial_Interpolation,20,2
Polynomial_Interpolation,21,2
Polynomial_Interpolation,22,2
Polynomial_Interpolation,23,2
Polynomial_Interpolation,24,2
Polynomials,1,14919
Polynomials,2,10632
Polynomials,3,533
Polynomials,4,334
Polynomials,5,193
Polynomials,6,133
Polynomials,7,56
Polynomials,8,37
Polynomials,9,23
Polynomials,10,18
Polynomials,11,10
Polynomials,12,9
Polynomials,13,5
Polynomials,14,4
Polynomials,15,3
Polynomials,16,2
Polynomials,17,2
Polynomials,18,2
Pop_Refinement,1,1654
Pop_Refinement,2,751
Pop_Refinement,3,26
Pop_Refinement,4,16
Pop_Refinement,5,8
Pop_Refinement,6,5
Pop_Refinement,7,3
Pop_Refinement,8,3
Posix-Lexing,1,1324
Posix-Lexing,2,1076
Posix-Lexing,3,20
Posix-Lexing,4,14
Posix-Lexing,5,12
Posix-Lexing,6,10
Posix-Lexing,7,2
Posix-Lexing,8,2
Possibilistic_Noninterference,1,4095
Possibilistic_Noninterference,2,2958
Possibilistic_Noninterference,3,69
Possibilistic_Noninterference,4,39
Possibilistic_Noninterference,5,22
Possibilistic_Noninterference,6,21
Possibilistic_Noninterference,7,10
Possibilistic_Noninterference,8,9
Possibilistic_Noninterference,9,7
Possibilistic_Noninterference,10,4
Possibilistic_Noninterference,11,2
Possibilistic_Noninterference,12,2
Possibilistic_Noninterference,13,2
Power_Sum_Polynomials,1,216
Power_Sum_Polynomials,2,116
Power_Sum_Polynomials,3,36
Power_Sum_Polynomials,4,22
Power_Sum_Polynomials,5,14
Power_Sum_Polynomials,6,12
Power_Sum_Polynomials,7,7
Power_Sum_Polynomials,8,5
